shift,0.960515022277832
c,0.16885995864868164
shift,0.10810112953186035
/a,0.5189650058746338
e,0.09177398681640625
s,0.18749594688415527
t,0.07256197929382324
space,0.13626313209533691
l,1.0527570247650146
/a,0.11379194259643555
h,0.147691011428833
e,0.09738898277282715
u,0.13710403442382812
r,0.08769392967224121
e,0.08926606178283691
space,0.07549190521240234
d,0.30712103843688965
e,0.08399105072021484
space,0.07931375503540039
f,0.11072897911071777
a,0.13868021965026855
i,0.11247515678405762
r,0.07352972030639648
e,0.08068704605102539
space,0.06222200393676758
u,0.12438797950744629
n,0.16261816024780273
space,0.07933902740478516
t,0.19198989868164062
e,0.08633089065551758
s,0.09314417839050293
space,0.13036704063415527
d,0.1904277801513672
/a,0.19892001152038574
a,0.07205605506896973
m,0.38753509521484375
p,0.19919109344482422
l,0.1490488052368164
e,0.14257192611694336
u,0.13911008834838867
r,0.11736106872558594
shift,0.2773458957672119
/pv,0.09980607032775879
space,0.13091301918029785
l,0.6408669948577881
shift,0.06730079650878906
e,0.25708913803100586
space,0.0716547966003418
t,0.29376840591430664
r,0.06844973564147949
u,0.14623403549194336
c,0.1318800449371338
space,0.06068301200866699
d,0.18793487548828125
e,0.08797001838684082
space,0.07077312469482422
shift,0.3859670162200928
n,0.16029906272888184
shift,0.12330484390258789
e,0.15845298767089844
m,0.1243889331817627
o,0.186143159866333
space,0.11181807518005371
à,0.34969091415405273
space,0.10295391082763672
l,0.14144611358642578
/a,0.07279801368713379
a,0.11078977584838867
i,0.07719707489013672
r,0.14122700691223145
space,0.05651712417602539
d,0.19254684448242188
e,0.06061100959777832
space,0.09493613243103027
p,0.028664827346801758
l,0.1613621711730957
u,0.22632598876953125
t,0.19238781929016113
^,0.11613798141479492
o,0.18775725364685059
t,0.07821393013000488
space,0.06911492347717285
b,0.23925399780273438
i,0.12175321578979492
e,0.08894681930541992
n,0.11203789710998535
space,0.09179115295410156
f,0.12337803840637207
o,0.10378789901733398
n,0.1797339916229248
c,0.06716489791870117
t,0.21802401542663574
i,0.07223224639892578
o,0.15465593338012695
n,0.23843598365783691
n,0.10791397094726562
e,0.08975601196289062
r,0.0811769962310791
space,0.08398699760437012
e,0.15235209465026855
t,0.15819692611694336
space,0.09602499008178711
shift,0.9800410270690918
c,4.135777950286865
a,0.5780320167541504
space,0.1465318202972412
c,0.8453812599182129
a,0.279998779296875
space,0.14381027221679688
f,0.24364900588989258
a,0.1646740436553955
i,0.11853885650634766
t,0.2688019275665283
space,0.10331606864929199
v,0.14427876472473145
r,0.09176921844482422
a,0.11165380477905273
i,0.1367630958557129
m,0.2240891456604004
e,0.10725593566894531
n,0.1489551067352295
t,0.22437191009521484
space,0.10669207572937012
p,0.2049548625946045
l,0.1760251522064209
a,0.09499382972717285
i,0.13239312171936035
s,0.08368992805480957
i,0.13599300384521484
r,0.0998530387878418
space,0.08522701263427734
shift,0.8963568210601807
!,6.07731819152832
!,0.20981574058532715
!,0.3810281753540039
shift,2.9441962242126465
n,0.23172974586486816
shift,0.10381913185119629
a,0.04173898696899414
n,0.15384602546691895
space,0.1395409107208252
s,0.20309782028198242
i,0.07903838157653809
n,0.21185684204101562
è,0.25582385063171387
r,0.11115097999572754
e,0.10916996002197266
m,0.11678409576416016
e,0.09302616119384766
n,0.15573978424072266
t,0.09034228324890137
/v,0.12883996963500977
space,0.061215877532958984
j,1.4678328037261963
/a,0.06988906860351562
e,0.15044927597045898
n,0.08353686332702637
space,0.08813905715942383
a,0.14338302612304688
v,0.14812278747558594
a,0.19503402709960938
i,0.12038397789001465
s,0.0707540512084961
space,0.08925509452819824
v,0.23367094993591309
r,0.43434619903564453
a,0.11991572380065918
i,0.12796902656555176
m,0.20301008224487305
e,0.07402586936950684
n,0.1647481918334961
t,0.062184810638427734
space,0.078125
m,0.14332818984985352
a,0.060411930084228516
r,0.1596219539642334
r,0.0957498550415039
e,0.10606813430786133
space,0.05849504470825195
d,0.16769003868103027
e,0.12052798271179199
s,0.03757476806640625
space,0.08552217483520508
t,0.17951607704162598
r,0.09645295143127441
u,0.06399798393249512
c,0.16553807258605957
s,0.17013192176818848
space,0.1191408634185791
q,0.0970151424407959
u,0.08798003196716309
i,0.1473710536956787
space,0.056569814682006836
d,0.0951242446899414
é,0.18365907669067383
c,0.2021958827972412
o,0.07505202293395996
n,0.2338550090789795
n,0.12510895729064941
e,0.08805084228515625
n,0.10700225830078125
t,0.10888981819152832
shift,0.18613505363464355
/pv,0.09982585906982422
space,0.07529211044311523
r,0.44112491607666016
shift,0.043168067932128906
e,0.08836817741394043
s,0.1682748794555664
t,0.11182498931884766
e,0.11133694648742676
space,0.06476783752441406
à,0.23358631134033203
space,0.05859088897705078
t,0.30574798583984375
e,0.07702207565307617
s,0.1546337604522705
t,0.12328815460205078
e,0.09503793716430664
r,0.10512113571166992
space,0.07316088676452637
l,0.17406010627746582
e,0.060643911361694336
s,0.04562807083129883
space,0.07819104194641113
a,0.13804292678833008
l,0.09036493301391602
t,0.10275697708129883
space,0.08490610122680664
:,0.3103621006011963
space,0.08305001258850098
alt,1.0440189838409424
/g,1.0539319515228271
/a,0.23540997505187988
(,0.27990198135375977
alt,0.6369209289550781
(,0.42328310012817383
/a,0.2424170970916748
/g,0.27820682525634766
shift,0.23198819160461426
/g,0.3881206512451172
/a,0.23323917388916016
(,0.25954699516296387
shift,0.7131469249725342
space,1.3942131996154785
e,0.21063590049743652
t,0.14460492134094238
space,0.08868217468261719
p,0.3158998489379883
u,0.2491750717163086
i,0.15069580078125
s,0.06409430503845215
space,0.08390188217163086
v,0.18299603462219238
o,0.07201313972473145
i,0.14360761642456055
l,0.17533016204833984
à,0.2383720874786377
space,0.10062599182128906
q,0.08911514282226562
u,0.09898972511291504
o,0.21324896812438965
i,0.18916606903076172
shift,0.15630316734313965
/pv,0.24837589263916016
/pv,0.13908600807189941
/pv,0.1318340301513672
shift,0.1854419708251953
shift,3.2594830989837646
c,0.10398268699645996
o,0.1228170394897461
shift,0.14505219459533691
u,0.14743304252624512
p,0.239548921585083
e,0.13230681419372559
z,0.08486819267272949
space,0.11472797393798828
!,0.49776291847229004
1,0.1
2,0.1
3,0.1
4,0.1
5,0.1
6,0.1